Symbol chromosome start end
ZNF792 19 34956354 34964282
ZNF225 19 44112076 44134816
RNASE13 14 21032820 21034785
C7orf57 7 48035511 48061297
TMEM69 1 45688175 45694436
OR4D9 11 59514913 59515857
OR9Q1 11 58023881 58181587
ZNF28 19 52797408 52821678
MROH2A 2 233775662 233833423
GRAMD1C 3 113828182 113947174
CCDC157 22 30356638 30378383
C8orf58 8 22599601 22604150
ACBD7 10 15075475 15088776
GLOD5 X 48761706 48773648
C7orf62 7 88794106 88795773
C19orf18 19 57958437 57974534
OR8G2 11 124224639 124225663
GAGE2B X 49331615 49338933
OR13C3 9 104535770 104536813
OR13C5 9 104598457 104599413
AMN1 12 31671137 31730392
CFAP161 15 81099408 81149175
WDR49 3 167478684 167653501
ZNF665 19 53163299 53193396
FAM153A 5 177722380 177783398
FRMPD3 X 107522450 107605244
KRTAP10-9 21 44627123 44628378
OR5AP2 11 56641489 56642439
OR2T6 1 248387609 248388535
KRTAP9-1 17 41189887 41190639
PTAR1 9 69709522 69760044
NWD2 4 37245068 37449465
FRG2C 3 75646783 75667217
C14orf177 14 98711613 98717766
MROH5 8 141433829 141507230
ANKRD45 1 173608336 173705267
GPR150 5 95618296 95621672
MORN5 9 122159858 122200088
SSMEM1 7 130205403 130216844
KRTAP4-3 17 41167231 41168172
FAM167B 1 32247217 32248860
QRICH2 17 76274049 76308690
KRBOX1 3 42936342 42942792
PRAMEF19 1 13368431 13371947
ZNF709 19 12461184 12484818
FAM228A 2 24175043 24191698
SLC35G6 17 7481402 7483064
SH2D4B 10 80537902 80646560
NOTO 2 73202258 73211212
FAM26E 6 116511645 116518546
FAM185A 7 102748944 102912918
ERICH1 8 614737 731239
C14orf37 14 57993531 58152239
DBX1 11 20156214 20160324
RSAD1 17 50478800 50502164
SLC35A5 3 112561709 112584439
ZNF275 X 153334155 153352926
SEL1L2 20 13849188 13995333
C2orf83 2 227610090 227633320
HYPM X 37990817 37991317
DEFB131 4 9444534 9450514
ZNF782 9 96816699 97013673
ZMYM6NB 1 34981526 34985347
PQLC1 18 79902420 79951664
LCE1D 1 152796751 152798181
C9orf152 9 110199561 110208133
CXorf58 X 23907932 23939507
DEFB116 20 31303212 31308585
C2orf73 2 54330013 54383673
KLHDC7A 1 18480930 18485999
OR1L6 9 122749848 122750783
OR11G2 14 20197336 20198373
OR10V1 11 59712916 59713845
OR5M1 11 56612555 56613502
OR5M9 11 56462469 56463401
OR5D16 11 55838752 55839738
OR4D11 11 59503576 59504511
OR4B1 11 48216810 48217739
PHF24 9 34810040 34982544
C6orf58 6 127577174 127591818
LRTM2 12 1820267 1836753
PRAMEF20 1 13410450 13421354
ASPDH 19 50511600 50514690
TMEM211 22 24934773 24939347
C12orf56 12 64264762 64390584
MANSC1 12 12329284 12350235
TMEM223 11 62790315 62792014
GIMAP1-GIMAP5 7 150716557 150743649
METTL12 11 62665263 62667451
LCE1F 1 152776372 152776969
BOD1L2 18 57147062 57150408
FAM43A 3 194685893 194689037
CCDC191 3 113964137 114056641
RNF222 17 8390704 8397833
CCDC17 1 45620044 45624787
SMIM19 8 42541155 42552997
C15orf52 15 40331452 40340967
TBC1D7-LOC100130357 6  
SOWAHB 4 76894929 76897849
C2orf61 2 47086991 47155378
TMEM235 17 78231310 78240987
MANEAL 1 37793820 37801606
ZNF583 19 56404014 56425031
KLHL33 14 20427651 20436310
GPATCH3 1 26890488 26901065
OR6S1 14 20640696 20641691
OR9G1 11 56700388 56701305
TMEM95 17 7355134 7357219
ZNF563 19 12317477 12348130
ZNF784 19 55620741 55624575
C12orf60 12 14785217 14823858
LSMEM2 3 50277915 50288114
ZNF283 19 43827292 43848898
TMEM14B 6 10747759 10759774
ACTL8 1 17712000 17827063
OR4C12 11 49981473 49982535
OR5A2 11 59421979 59422953
OR5D18 11 55818023 55820591
KIAA1211L 2 98793846 98936221
ERICH6 3 150659882 150704563
C5orf28 5 43444252 43485178
PDDC1 11 767217 777501
ZIK1 19 57583642 57593888
ZBTB39 12 56998833 57006513
KIAA2012 2 202073253 202205195
SBK3 19 55540559 55545543
CCER2 19 38908980 38914370
CPSF4L 17 73242343 73262532
ARHGEF37 5 149551632 149634968
KLHL30 2 238138722 238152906
ANKDD1A 15 64911902 64958700
ZNF454 5 178941193 178966218
C1orf185 1 51102234 51148082
C10orf53 10 49679638 49708910
MYRFL 12 69824569 69958724
HSF5 17 58420167 58488401
FAM45A 10 119104065 119137984
OR5D13 11 55773438 55774382
OR10A6 11 7927718 7928662
TRMT2B X 100973644 101052116
ZNF561 19 9607326 9621240
OR10K2 1 158419928 158420866
OR5T3 11 56252200 56253222
OR5J2 11 56176618 56177556
NUPR2 7 56114681 56116397
TMPRSS12 12 50842918 50887884
TMEM44 3 194587673 194633780
LYPD4 19 41833686 41844862
OR4Q3 14 19747428 19748369
OR5T1 11 56275639 56276619
LRCOL1 12 132602224 132610451
ZNF773 19 57499854 57518437
CCDC84 11 118994353 119015793
GPR137C 14 52553148 52637713
PDZD9 16 21957540 22001127
ZNF362 1 33256307 33300720
OXLD1 17 81665036 81666637
FAM156B X 52891306 52908560
SPINK8 3 48306846 48328341
C6orf201 6 4079206 4130766
C16orf96 16 4538709 4600455
SCML4 6 107697297 107848659
CXorf38 X 40626921 40647567
FAM216B 13 42781550 42791549
NUP210L 1 153992690 154155116
SYDE1 19 15107364 15114988
LOC81691 16 20806429 20849668
PPDPF 20 63520078 63522171
OR5P2 11 7795974 7796942
ZNF680 7 64501290 64563127
C14orf132 14 96039324 96093971
SHISA7 19 55428738 55442863
TMEM252 9 68530662 68540886
GCNT7 20 56491492 56525925
OR2M7 1 248323630 248324568
C17orf67 17 56791913 56834062
ZNF585B 19 37181579 37210549
ENTHD1 22 39743044 39893806
PPP1R36 14 64549902 64589386
PRSS37 7 141836278 141842499
CCDC105 19 15010727 15023271
SSX7 X 52644061 52654900
KRTAP4-1 17 41184100 41184895
KRTAP9-2 17 41226648 41227652
ZNF484 9 92842573 92878058
ZNF581 19 55643620 55645623
FAM169B 15 98437162 98514382
AGAP11 10 86970741 87010203
ANKRD20A1 9 67859286 67902394
C16orf52 16 22008135 22084654
RFESD 5 95646741 95658082
NUDT17 1 145844985 145848753
TEX26 13 30932684 30975502
MAP1LC3B2 12 116559208 116576620
FAM161B 14 73932031 73950414
OR5P3 11 7825037 7825972
ZNF233 19 44259880 44275317
MIR1-1HG 20 62550453 62570764
DRICH1 22 23580872 23637723
CDPF1 22 46244013 46250679
TMEM234 1 32204806 32222353
RNASE12 14 20590080 20590823
TMEM151A 11 66291902 66296664
SAMD15 14 77377419 77391244
CFAP70 10 73253758 73361064
OR6C75 12 55365111 55366049
SMCO3 12 14803723 14814182
CCDC182 17 57744481 57745329
SHISA3 4 42397839 42402487
DEFB125 20 87672 96573
TMEM221 19 17435509 17448660
CCDC152 5 42756818 42802437
TMEM200B 1 29119425 29129134
IER5L 9 129175552 129178261
CCDC160 X 134237047 134246207
MYPOP 19 45890023 45902696
C17orf89 17 81239311 81241298
TTLL9 20 31870702 31944959
TMCO2 1 40247901 40251693
SPDYE2 7 102550749 102562633
ZNF790 19 36818322 36850787
OR8S1 12 48525632 48528103
ZNF816 19 52949379 52962911
OR2L2 1 248035510 248039332
TRIM43 2 95592018 95599771
ERICH6B 13 45541241 45615739
LYRM9 17 27878314 27893383
DQX1 2 74518131 74526281
C9orf131 9 35041095 35045991
FAM149A 4 186144287 186172663
LCE2D 1 152663411 152664659
LCE1B 1 152811971 152813109
EXD3 9 137306894 137423268
OR4M1 14 19780323 19781264
OR5C1 9 122788933 122789895
OR4K2 14 19876119 19877303
OR5AK2 11 56988914 56989843
OR52E4 11 5880630 5885294
OR52N2 11 5808905 5821400
OR52H1 11 5544561 5545523
OR13D1 9 104694422 104695462
OR10AG1 11 55967558 55968463
OR4C3 11 48324941 48325930
OR10Q1 11 58227882 58228918
OR4D5 11 123939617 123940573
OR8H1 11 56290127 56291062
OR5T2 11 56232106 56233185
OR4C6 11 55658587 55666189
OR56A4 11 6002051 6003148
OR52K2 11 4449295 4450361
OR51S1 11 4848203 4859600
OR6K2 1 158699678 158700652
OR4A16 11 55323661 55344225
OR4K15 14 19975519 19976565
OR10A7 12 55221025 55221975
TMSB15B X 103962627 103965990
PPP1R3G 6 5085486 5087221
LDLRAD1 1 54007298 54018186
SMIM24 19 3474407 3480542
FAM71B 5 157162332 157166268
C2orf76 2 119300442 119366826
ABHD15 17 29560661 29567024
OXNAD1 3 16265160 16386979
ZNF616 19 52114400 52139938
OR6C65 12 55400529 55401467
ZNF726 19 23914882 23933967
FOXB1 15 60004222 60005943
OR10H1 19 15806957 15808759
TTC6 14 37595199 37842628
ZNF550 19 57541836 57561647
ATP6AP1L 5 82278665 82344260
MST1L 1 16754634 16764480
SAMD5 6 147508648 147737541
ZNF575 19 43531805 43536138
LYSMD2 15 51723064 51751453
OGFOD3 17 82389210 82418637
ZNF329 19 58126328 58155110
TOR4A 9 137277828 137282641
PRAMEF18 1 13222695 13226154
ATP5L2 22 42639803 42640601
ZNF430 19 21020620 21060055
TGFBR3L 19 7915455 7919097
ZNF775 7 150379301 150398635
OAF 11 120211039 120229941
C8orf74 8 10672592 10700613
TMEM61 1 54980595 54992293
RBM46 4 154781252 154828813
C2orf57 2 231592864 231594283
MBLAC2 5 90458203 90474768
RUNDC1 17 42980510 42993696
VWA3A 16 22091914 22156966
TM4SF19 3 196323546 196338420
C1orf158 1 12746186 12761169
OR2A2 7 144109583 144110539
C17orf99 17 78146040 78166904
FAM71F2 7 128671636 128702262
DCAF12L2 X 126163499 126166097
YIPF7 4 44621970 44651641
HEATR9 17 35854946 35868891
TTC16 9 127716064 127731600
CCDC168 13 102729367 102759072
GCSAML 1 247507058 247577690
GPBP1L1 1 45627304 45688110
ZNF337 20 25673195 25696904
OR52L1 11 5985892 5986985
C1orf189 1 154199085 154206365
ANKRD34A 1 145959441 145964591
ITPRIPL2 16 19113932 19121630
FAM117A 17 49710325 49764156
OR2G6 1 248521647 248522597
OR1L4 9 122723990 122724925
OR5D14 11 55795556 55796500
GSG1L2 17 9801473 9809311
NXPE1 11 114517732 114559895
ANKRD33B 5 10564323 10657816
NHLRC3 13 39038311 39050109
CXorf23 X 19912860 19990934
OOSP2 11 60040275 60048044
ZNF846 19 9752145 9786177
FAM222A 12 109714382 109770509
ZNF541 19 47520685 47573238
ABHD17C 15 80695311 80755621
CDR2L 17 74987632 75005800
C7orf76 7 96481626 96503523
C10orf113 10 21125763 21146559
TCEAL6 X 102139961 102142416
CENPBD1 16 89969775 89972832
OR2T2 1 248449062 248548832
OR2T34 1 248573801 248574757
CTAGE9 6 131708441 131711017
ANKDD1B 5 75611218 75671846
PLEKHD1 14 69484754 69529327
C4orf50 4 5957112 6008060
ECT2L 6 138796051 138904070
FAM221A 7 23679463 23703249
IGSF10 3 151435990 151619926
BTNL9 5 181040225 181061523
MFSD4A 1 205568984 205602918
MORN1 1 2321253 2391751
C7orf71 7 26637488 26651531
ROPN1B 3 125969144 125983454
ZNF280A 22 22513736 22520281
ZNF285 19 44385646 44401611
TRAP   
LOC100128274 9  
NTT 6  
PEPE 17  
MYCLK1 7  
ESB3 16  
ZNF570 19 37467465 37485358
TCP11X2 X 102460319 102471812
GFY 19 49421318 49428977
C5orf34 5 43486701 43515171
RBM44 2 237798050 237842808
C3orf70 3 185078050 185153014
C15orf61 15 67521184 67527303
VWA5B1 1 20290907 20360221
FER1L5 2 96642711 96706220
ZFP14 19 36334453 36379203
FAM71C 12 99647750 99650114
ZNF576 19 43596392 43600435
FAM184B 4 17632073 17781527
POTEM 14 18967434 19003752
ANKRD53 2 70977210 70986674
DEFB4B 8 7414863 7416832
CCDC169-SOHLH2 13 36168208 36297855
C7orf72 7 50095861 50159256
GLTPD2 17 4788422 4790592
LIPT2 11 74490727 74493719
TMCO4 1 19682213 19800353
KRTAP15-1 21 30440328 30440780
TMEM218 11 125094370 125111763
TCTEX1D1 1 66752457 66779047
TMEM213 7 138797915 138806024
MAB21L3 1 116075792 116135240
TMEM116 12 111894930 112013219
ZBTB45 19 58513530 58520823
ZNF672 1 248838178 248849517
TP53TG3C 16 33194264 33196858
IQCF2 3 51861629 51863424
OR2AE1 7 99876062 99877033
OR8B2 11 124382402 124383343
OR56A5 11 5967553 5968494
PMF1-BGLAP 1 156212988 156243332
C15orf54 15 39250669 39254845
CXorf67 X 51406915 51408838
LRRC72 7 16526827 16581554
ENO4 10 116849212 116943974
TMEM225 11 123882920 123885650
EFHB 3 19879472 19947456
EFCAB3 17 62370218 62416479
MAGIX X 49162564 49168157
KCTD14 11 78015715 78046191
OR8D1 11 124309840 124310766
CDC20B 5 55112971 55173177
OR4D2 17 58169656 58170579
C1orf141 1 67092176 67141645
IQCF5 3 51873721 51875584
SH2D6 2 85418732 85437029
DEFB113 6 49968677 49969625
ZBBX 3 167178425 167380405
ABHD12B 14 50872090 50904970
TBC1D26 17 15732277 15744784
MTRNR2L2 5 80650000 80651035
GAGE2D X 49560844 49568208
OR14C36 1 248348775 248349713
ZNF560 19 9445826 9506689
ZNF799 19 12390014 12413983
CROCC2 2 240906359 240993307
C7orf61 7 100456615 100464271
TMEM183B 3 149981661 149983366
OR51Q1 11 5422111 5423206
BTBD18 11 57743514 57753256
FAM163B 9 133577076 133609920
DBX2 12 45014756 45051099
TMEM215 9 32783499 32789201
PRSS45 3 46742091 46744755
ZNF710 15 89999046 90082200
EFCAB13 17 47323961 47441312
SAA2-SAA4 11 18231355 18248674
ZNF891 12 133119969 133130473
DEPDC4 12 100203669 100267172
OR1K1 9 122800123 122801073
CT45A10 X 135880752 135893577
KRTAP16-1 17 41307700 41309253
KRTAP12-4 21 44654213 44654659
LYPD2 8 142750210 142752534
CLDN34 X 9961359 9968373
TMEM64 8 90621995 90645905
CLEC2L 7 139523928 139544985
ISY1-RAB43 3 129087569 129161230
OR9K2 12 55129769 55130776
OR6C74 12 55239762 55248226
ZNF596 8 232137 247340
ZNF556 19 2867335 2878517
GLRA4 X 103707344 103728624
C5orf46 5 147885908 147906589
ZNF862 7 149838420 149867479
OR52E6 11 5840956 5841897
DEFB110 6 50009138 50021981
ZNF530 19 57599885 57612722
C1orf216 1 35713875 35719189
RAB19 7 140403822 140426878
ANTXRL 10 46286997 46330419
PP2D1 3 19979961 20012780
NHLRC4 16 566995 569495
OR5K1 3 98469577 98470528
ERICH4 19 41443158 41444765
C19orf67 19 14081601 14085795
ZNF605 12 132921433 132956306
NPIPA5 16 15363624 15381972
FAM120AOS 9 93443332 93453592
ARHGEF33 2 38919363 38975449
TMEM145 19 42313325 42325064
LRRN4CL 11 62686402 62689899
FNDC8 17 35121612 35130732
OR4N2 14 19797293 19828973
TXNRD3NB 3 126571779 126608555
FAM153B 5 176063709 176114798
ADM5 19 49688685 49690990
C9orf85 9 71911321 71973459
PNLIPRP3 10 116427879 116477961
TMEM210 9 137170928 137172046
OR5B3 11 58402465 58403409
OR51T1 11 4881819 4882883
OR4N5 14 20143736 20144662
OR52B6 11 5580877 5581884
OR5B17 11 58358125 58359069
OR10G9 11 124023013 124023948
OR5AS1 11 56030419 56031393
OR11H6 14 20223710 20224702
OR52E2 11 5058650 5059627
OR6N2 1 158776682 158777635
OR4C15 11 55554307 55555419
KRTAP9-3 17 41232463 41233454
C4orf45 4 158893532 159082867
CCDC64B 16 3027710 3036963
R3HDM4 19 896503 913225
PRR27 4 70154187 70166609
ZNF620 3 40504989 40518221
BAGE3 21  
OR2A1 7 144311946 144321105
SH2D7 15 78077805 78104051
ZNF780B 19 40028260 40059027
CDKN2AIPNL 5 134402065 134414603
LOC105373297 X 97841746 97849585
LOC105372315 19 20358181 20371817
ZNF100 19 21724041 21767628
OR5H1 3 98132698 98133639
KRTAP2-1 17 41046541 41047316
CC2D2B 10 95974029 96035750
ZNF714 19 21082147 21125094
ARL5C 17 39156894 39166161
C3orf67 3 58734472 59050078
IRGC 19 43716058 43720036
OR10R2 1 158479878 158480885
OR10T2 1 158398522 158399466
C5orf67 5 56511394 56606232
NPIPB5 16 22513523 22536535
ZNF841 19 52064363 52095773
XAGE5 X 52811294 52818298
TMEM89 3 48620842 48621756
FAM166A 9 137243583 137251193
LRIT2 10 84220485 84225589
PRR19 19 42302132 42310821
PPM1N 19 45497975 45502510
TTC22 1 54779712 54801717
TP53TG3 16 32673528 32676129
SPATA31A3 9 66986301 66992550
ZNF417 19 57905774 57916616
ZNF554 19 2819874 2836735
SMIM4 3 52535986 52540570
OR5K2 3 98497681 98498631
TMEM229A 7 124030916 124033469
FER1L6 8 123851987 124120061
C10orf120 10 122697709 122699822
TMEM220 17 10713322 10730329
LANCL3 X 37571569 37677499
SATL1 X 85092286 85116178
UBALD2 17 76265205 76271298
PRR22 19 5782960 5784765
ZNF716 7 57450177 57473559
ZNF780A 19 40069152 40091736
ZNF776 19 57746796 57758159
DCAF4L2 8 87870743 87874068
ZNF69 19 11887786 11914551
OR56B1 11 5736448 5737538
CNBD2 20 35954562 36030700
OR5AC2 3 98087173 98088102
RNF212B 14 23185334 23274285
TVP23A 16 10761364 10818859
CCDC169 13 36227042 36297855
C8orf82 8 144526219 144529074
ANKRD31 5 75068297 75236887
DMRTC1B X 72777170 72848802
RBMXL3 X 115189400 115192868
TRIM49C 11 90030149 90042029
OR52E8 11 5856749 5857702
C19orf54 19 40740856 40750713
TSPAN11 12 30926449 31016490
AARD 8 116938225 116944000
BEND4 4 42110853 42152878
TMIGD1 17 30316329 30334076
LRRC73 6 43506965 43510343
SLC35F5 2 113712792 113756823
FAM131A 3 184335929 184346275
KRTAP4-4 17 41159653 41160731
ZNF696 8 143291389 143299952
ZFP69B 1 40450086 40463718
OR2T35 1 248638287 248642735
PRSS46 3 46719583 46736431
C1orf146 1 92217912 92245812
PRR30 2 27136847 27139464
ODF3L1 15 75723944 75727688
LRRC36 16 67326844 67385206
CLPSL1 6 35781054 35788064
ZSCAN23 6 28425531 28443974
KRTAP9-4 17 41249687 41250653
EXD1 15 41182728 41231074
LRRC74A 14 76826376 76870302
ERICH3 1 74568111 74673738
CLDND2 19 51366957 51369241
CYB5D1 17 7857746 7863486
TMEM144 4 158201604 158255287
ZNF669 1 247099962 247104400
ARL17B 17 46274184 46362064
C2orf15 2 99141722 99151487
ZNF439 19 11848530 11869491
LRRC75A 17 16442005 16492191
GPR149 3 154337672 154429715
FADS6 17 74876776 74893811
SMIM13 6 11094033 11138738
MFSD6L 17 8797110 8799349
C15orf43 15 44956633 44979223
UBQLNL 11 5514393 5516726
CCDC173 2 169645425 169694421
TMEM155 4 121758930 121766042
ZNF573 19 37735131 37779636
SLC35E2 1 1724838 1745999
COMMD3-BMI1 10 22316383 22331485
CCDC175 14 59505067 59582114
DYTN 2 206651621 206718396
ZSCAN5B 19 56189689 56208038
CCDC150 2 196639632 196732806
KCTD19 16 67289432 67326761
UAP1L1 9 137077465 137084538
KRTAP2-3 17 41059240 41060092
ACTR3C 7 149887178 150323669
KRTAP13-2 21 30371391 30372239
C3orf56 3 127193131 127198185
DEFB112 6 50043575 50048651
CDRT15 17 14235856 14236833
TMEM133 11 100992080 100993935
PGBD4 15 34102073 34104390
C11orf98 11 62662817 62665216
C5orf52 5 157671237 157680176
DNAJC25 9 111631352 111654351
MS4A13 11 60515376 60543424
STPG3 9 137250840 137253483
HSBP1L1 18 79964582 79970822
C19orf45 19 7497559 7515233
ZKSCAN2 16 25236001 25257889
NHSL2 X 71911073 72153286
PRSS42 3 46830404 46834095
TMEM136 11 120324630 120333688
PRR29 17 63998344 64004305
FAM110D 1 26159008 26162628
OGFRL1 6 71288774 71308953
OR2A7 7 144258696 144259628
OR10K1 1 158465562 158466503
OR5B2 11 58422265 58423313
OR5M11 11 56542340 56543257
OR8J1 11 56360215 56361288
OR2A14 7 144129113 144130045
OR2Y1 5 180739123 180740058
OR10AD1 12 48201772 48205682
KRTAP10-11 21 44646414 44647650
ZNF671 19 57719747 57727627
CCDC144A 17 16690235 16774999
PRR36 19 7868719 7874441
FAM229A 1 32361270 32362243
CEACAM18 19 51478547 51491261
CLPSL2 6 35776594 35779552
ANKUB1 3 149760648 149792843
LRRC71 1 156920608 156942683
DEF8 16 89948697 89968060
OR51V1 11 5199735 5200700
SPANXN1 X 145247587 145256208
TMEM179 14 104590864 104604787
ZNF660 3 44584849 44599699
C16orf91 16 1419744 1420800
C8orf46 8 66493256 66518524
GAPT 5 58491435 58496358
C11orf42 11 6205043 6231450
NIPAL1 4 48016774 48040173
TMEM71 8 132709945 132760712
ZNF474 5 122129513 122153571
ZNF354B 5 178859953 178884434
LRRC56 11 519000 554916
ZNF613 19 51927147 51945758
DUS1L 17 82057872 82065821
LCE1A 1 152827473 152828097
C5orf64 5 61637781 61730997
ZNF497 19 58354357 58362848
CXorf65 X 71103889 71106972
ZNF771 16 30407414 30418595
OR9Q2 11 58190434 58191518
KRTAP10-10 21 44637356 44638455
NPIPA8 16 18317919 18333112
CLLU1OS 12 92420094 92428545
ZNF479 7 57119574 57142003
XKR9 8 70669363 71065788
PRSS38 1 227815692 227860439
ZNF654 3 88139112 88144664
OR13F1 9 104504263 104505222
OR1L3 9 122675130 122676104
TMEM253 14 21098937 21103724
NTN5 19 48661407 48673081
GDNF-AS1 5 37840438 37875799
LUZP6 7 135926755 135977456
AADACL4 1 12644547 12667086
ZNF791 19 12610918 12629862
OR2B2 6 27911185 27912396
ARPC4-TTLL3 3 9792548 9836356
ZNF662 3 42905910 42919333
FAM200B 4 15681729 15690447
OR2T8 1 247912253 247923152
OR4P4 11 55638358 55639296
ZNF865 19 55613593 55618545
TMEM52 1 1917589 1919301
OR2T33 1 248272852 248273814
OR2G3 1 247605586 247606515
TP53TG3B 16 33360877 33363478
PRAMEF1 1 12791397 12796628
LEUTX 19 39776594 39786135
ZNF625 19 12144890 12156731
TTC34 1 2636988 2789665
TEX38 1 46669346 46673594
NBPF7 1 119833730 119844880
TMEM42 3 44861723 44865667
GS1-259H13.2 7 99597956 99610833
ZNF749 19 57428568 57447485
C5orf60 5 179641542 179645167
OR6C70 12 55469200 55659844
OR4S1 11 48306223 48307152
PROB1 5 139391946 139395196
PLSCR5 3 146576608 146606216
C2orf70 2 26562556 26579529
OR8H3 11 56122373 56123311
OR14A16 1 247814800 247834858
ZNF485 10 43606407 43617904
ZNF585A 19 37147438 37172741
LCE2C 1 152675315 152676574
LCE1E 1 152786277 152788426
PTGES3L 17 42968088 42980528
TMEM233 12 119592636 119654442
ZNF860 3 31981774 31991736
CT62 15 71110244 71115500
MRLN 10 59736990 59753471
SPATA31A1 9 39355667 39361962
ZNF720 16 31713229 31794641
ZNF586 19 57769652 57780616
LYPD8 1 248721230 248755792
RAB44 6 36697827 36733183
C16orf86 16 67666806 67668758
SLC35E4 22 30635806 30647875
SLC35E4 22 30667582 30669016
C19orf38 19 10836653 10869791
C6orf163 6 87343080 87365553
IGSF23 19 44613590 44636781
C16orf92 16 30023334 30024702
C1orf194 1 109105951 109113870
KIAA1210 X 119078635 119150579
ZNF584 19 58407873 58418327
ZNF514 2 95130110 95165187
INAFM2 15 40324037 40326715
FAM104B X 55143102 55161195
ZNF30 19 34926903 34945172
C22orf46 22 41689936 41698136
ZNF701 19 52570273 52587174
CBWD5 9 65675834 65734041
MBLAC1 7 100126694 100128724
ACTL10 20 33666498 33668525
KRTAP9-7 17 41275698 41276207
C20orf197 20 60055925 60072953
C3orf80 3 160223784 160290143
C6orf222 6 36315757 36336977
C17orf100 17 6651739 6653298
INAFM1 19 47274402 47275723
ZC2HC1B 6 143864436 143938346
SMIM17 19 56643159 56657246
MAGEA10-MAGEA5 X 152114049 152138578
SMIM9 X 154823348 154834662
KRTAP4-9 17 41105389 41106488
C17orf47 17 58540681 58544372
FAM47B X 34942796 34944917
ETV3L 1 157092043 157099808
ZNF491 19 11798477 11809622
FOXD4L5 9 65282101 65285209
LCN15 9 136759634 136770114
BRICD5 16 2209253 2213540
C2orf66 2 196804415 196810276
TMEM81 1 205083129 205084460
FAM159A 1 52631439 52669120
PABPC1L2A X 73077338 73079512
ESPNL 2 238100310 238133287
MPND 19 4343527 4360086
DYNAP 18 54532713 54599493
PROSER3 19 35758143 35769371
KRTAP4-6 17 41139433 41140487
DEFB109 8  
OR2A42 7 144231911 144232843
OR7G2 19 9102269 9103306
OR2V2 5 181154943 181155890
OR9I1 11 58118500 58119444
OR10H4 19 15949008 15949958
OR7G1 19 9114828 9115763
OR4K14 14 20014261 20015193
OR8J3 11 56136771 56137718
OR11H1 22 15528159 15529139
C6orf229 6 24797321 24798896
OR5K4 3 98353854 98354819
OR5K3 3 98390666 98391631
OR5B21 11 58507176 58508105
OR2V1 5 181124357 181125304
GOLGA6L4 15 84235773 84245368
KRTAP2-4 17 41065116 41065879
KRTAP13-4 21 30430276 30430758
DEFB115 20 31257664 31259632
CTXN2 15 48178355 48203754
SPATA21 1 16387117 16437842
WDR88 19 33132029 33175799
SYDE2 1 85157673 85201704
SMIM7 19 16630743 16660157
RAB42 1 28592200 28594586
SEC14L6 22 30524606 30546717
S100A7L2 1 153436995 153440027
ANKRD66 6 46746917 46759218
MKRN2OS 3 12539717 12561056
CCDC189 16 30757423 30762277
GAGE13 X  
PHOSPHO2-KLHL23 2 169694454 169751886
ZNF599 19 34758074 34773229
MANSC4 12 27762641 27773083
FAM159B 5 64690308 64718190
SMIM10L1 12 11171181 11176020
KIAA1024L 5 129748191 129765063
CBY3 5 179678558 179680974
BTBD17 17 74356416 74363652
C17orf98 17 38825392 38841500
SMCO2 12 27446744 27502322
C5orf49 5 7830378 7851490
MDH1B 2 206737763 206765549
OR8H2 11 56105043 56105981
C12orf40 12 39626170 39721914
C12orf40 12 39746008 39802611
RNF103-CHMP3 2 86503430 86721122
KRTAP10-12 21 44697172 44698044
DCAF4L1 4 41981696 41986467
ZNF718 4 124476 202306
ZIM3 19 57134096 57145202
KRTAP4-2 17 41177446 41178208
SMIM15 5 61157709 61162475
CYB5RL 1 54172336 54200073
LRRC10B 11 61508800 61511018
VSTM5 11 93820569 93850502
PRSS41 16 2798476 2805284
ERICH2 2 170770541 170798971
CCDC153 11 119190226 119206286
LRRC43 12 122167719 122203471
C10orf128 10 49154724 49188585
MROH9 1 170935471 171065985
OR2M2 1 248179986 248181029
WDR86 7 151378541 151410705
KRTAP13-3 21 30425393 30425912
ZSCAN5A 19 56221303 56230399
ZSCAN5A 19 56311791 56314597
LRRC69 8 91102619 91219236
FAM166B 9 35561830 35563899
C12orf73 12 103950202 103957215
KIAA0895L 16 67175602 67183980
C1orf233 1 1598008 1600096
TMPPE 3 33090416 33096801
SPINK14 5 148168546 148175619
LRRD1 7 92144884 92165276
C20orf202 20 1203454 1208274
C17orf105 17 43778391 43784842
C11orf85 11 64938230 64972112
C11orf86 11 66975283 66977008
FAM181B 11 82732004 82733864
FNDC7 1 108712416 108743262
FAHD2B 2 97082404 97094882
ABHD18 4 127965261 128036326
C2orf54 2 240886048 240896889
XKRY2 Y 18135449 18137029
ZASP 7 100574035 100574733
TPRX1 19 47801243 47803604
FAM181A 14 93918894 93929608
OR6K3 1 158717168 158718115
TMEM125 1 43269951 43274002
OR2G2 1 247588360 247589313
GPR75-ASB3 2 53670293 53860033
ZNF564 19 12525370 12551542
EPPIN-WFDC6 20 45536280 45547426
C17orf58 17 67991099 67996784
LMNTD2 11 554850 560780
MCMDC2 8 66870749 66926386
FAM98C 19 38403125 38409088
CCDC177 14 69569814 69574883
TMEM251 14 93184951 93187086
LOC100507703 6  
C2orf27A 2 131722491 131767404
SPATA31E1 9 87882857 87888899
ZNF621 3 40524316 40539794
SMIM21 18 75409476 75455653
C9orf66 9 213108 215893
LRRIQ4 3 169812947 169838007
ZNF324B 19 58418560 58457832
CCDC89 11 85683844 85686277
